,B365A,B365D,B365H,away_team_goal,date,home_team_goal,match_id
821,3.8,3.4,2.0,1,2010-11-28 00:00:00,2,839955
822,3.75,3.5,2.0,1,2010-11-27 00:00:00,3,839956
823,2.2,3.3,3.4,4,2010-11-27 00:00:00,2,839957
824,6.5,3.8,1.57,4,2010-11-27 00:00:00,1,839958
825,1.73,3.6,5.0,1,2010-11-28 00:00:00,1,839959
826,2.8,3.2,2.6,2,2010-11-27 00:00:00,3,839960
827,4.0,3.3,2.0,1,2010-11-27 00:00:00,1,839961
828,5.5,4.2,1.57,2,2010-11-27 00:00:00,2,839962
829,2.2,3.25,3.4,1,2010-11-27 00:00:00,1,839963
830,12.0,5.25,1.29,1,2010-12-04 00:00:00,2,839964
831,6.0,3.75,1.62,0,2010-12-06 00:00:00,3,839965
832,4.5,3.5,1.83,0,2010-12-05 00:00:00,1,839966
833,6.5,4.0,1.53,0,2010-12-04 00:00:00,1,839967
834,5.0,3.6,1.73,0,2010-12-04 00:00:00,3,839968
835,2.1,3.4,3.5,1,2010-12-04 00:00:00,1,839969
836,3.25,3.3,2.25,1,2010-12-05 00:00:00,3,839970
837,1.36,5.0,8.0,3,2011-01-25 00:00:00,2,839971
838,2.63,3.2,2.75,2,2010-12-04 00:00:00,2,839972
839,9.0,4.75,1.36,1,2010-12-04 00:00:00,1,839973
840,3.8,3.4,2.0,0,2010-12-13 00:00:00,1,839974
841,2.6,3.25,2.8,1,2010-12-12 00:00:00,1,839975
842,1.8,3.6,4.5,3,2010-12-11 00:00:00,1,839976
843,3.6,3.3,2.1,1,2010-12-11 00:00:00,2,839977
844,9.0,4.5,1.4,0,2010-12-11 00:00:00,0,839978
845,2.0,3.4,3.8,1,2010-12-11 00:00:00,3,839979
846,3.0,3.25,2.4,0,2010-12-12 00:00:00,1,839980
847,3.4,3.25,2.2,0,2010-12-11 00:00:00,0,839981
848,4.0,3.3,2.0,1,2010-12-12 00:00:00,2,839982
849,5.5,4.0,1.62,1,2010-12-11 00:00:00,0,839983
850,10.0,5.25,1.3,0,2011-02-23 00:00:00,1,839984
851,7.0,3.8,1.53,0,2011-01-26 00:00:00,1,839985
852,3.5,3.2,2.2,0,2010-12-18 00:00:00,1,839986
853,5.0,3.6,1.73,2,2010-12-20 00:00:00,1,839987
854,4.5,3.6,1.8,1,2010-12-18 00:00:00,1,839988
855,2.8,3.2,2.6,2,2011-02-15 00:00:00,0,839989
856,4.5,3.4,1.85,1,2011-02-20 00:00:00,1,839990
857,1.91,3.6,4.0,1,2011-02-22 00:00:00,3,839991
858,2.3,3.25,3.2,2,2011-01-25 00:00:00,1,839992
859,3.6,3.2,2.2,1,2011-03-01 00:00:00,2,839993
860,11.0,5.5,1.29,0,2010-12-26 00:00:00,2,839994
861,2.75,3.2,2.63,1,2010-12-27 00:00:00,3,839995
862,2.3,3.3,3.2,2,2010-12-26 00:00:00,1,839996
863,6.5,4.0,1.53,1,2011-03-09 00:00:00,1,839997
864,2.25,3.25,3.25,3,2010-12-26 00:00:00,1,839998
865,3.6,3.3,2.1,2,2010-12-26 00:00:00,1,839999
866,3.2,3.2,2.3,2,2010-12-26 00:00:00,0,840000
867,4.2,3.4,1.91,3,2010-12-26 00:00:00,1,840001
868,3.75,3.25,2.1,0,2010-12-26 00:00:00,2,840002
869,1.91,3.75,3.8,1,2011-01-12 00:00:00,2,840003
870,19.0,7.0,1.17,0,2010-08-21 00:00:00,6,839824
871,3.25,3.3,2.25,3,2010-08-21 00:00:00,1,839825
872,7.0,4.0,1.5,1,2010-08-21 00:00:00,1,839826
873,2.3,3.25,3.2,0,2010-08-22 00:00:00,6,839827
874,3.1,3.25,2.38,0,2010-08-23 00:00:00,3,839828
875,1.57,4.0,6.0,2,2010-08-22 00:00:00,2,839829
876,3.4,3.25,2.2,1,2010-08-21 00:00:00,2,839830
877,2.88,3.25,2.5,0,2010-08-21 00:00:00,1,839831
878,2.2,3.3,3.4,2,2010-08-21 00:00:00,1,839832
879,1.22,6.0,15.0,6,2010-08-21 00:00:00,0,839833
880,10.0,5.0,1.33,1,2010-12-29 00:00:00,0,840004
881,6.0,3.75,1.62,2,2010-12-28 00:00:00,0,840005
882,6.5,4.0,1.53,0,2010-12-28 00:00:00,2,840006
883,2.25,3.2,3.4,1,2010-12-28 00:00:00,1,840007
884,8.0,4.2,1.44,0,2010-12-28 00:00:00,4,840008
885,1.5,4.33,6.5,1,2010-12-28 00:00:00,1,840009
886,4.5,3.5,1.83,3,2010-12-28 00:00:00,1,840010
887,4.75,3.4,1.83,2,2010-12-28 00:00:00,0,840011
888,1.5,4.2,6.5,2,2010-12-29 00:00:00,2,840012
889,11.0,5.5,1.29,0,2010-12-29 00:00:00,1,840013
890,5.0,3.75,1.7,1,2011-01-01 00:00:00,2,840055
891,4.5,3.5,1.83,0,2011-01-01 00:00:00,3,840056
892,8.5,4.5,1.4,0,2011-01-01 00:00:00,1,840057
893,3.8,3.4,2.0,0,2011-01-01 00:00:00,2,840058
894,10.0,5.5,1.29,0,2011-01-01 00:00:00,1,840059
895,1.67,3.6,5.5,3,2011-01-01 00:00:00,0,840060
896,1.53,4.2,6.0,2,2011-01-01 00:00:00,1,840061
897,2.75,3.2,2.63,0,2011-01-01 00:00:00,2,840062
898,2.9,3.2,2.5,1,2011-01-02 00:00:00,0,840063
899,13.0,5.5,1.25,3,2011-01-02 00:00:00,3,840064
900,12.0,5.75,1.25,1,2011-01-04 00:00:00,2,840065
901,4.0,3.6,1.91,0,2011-01-05 00:00:00,0,840066
902,1.44,4.2,8.0,0,2011-01-05 00:00:00,1,840067
903,5.0,3.6,1.73,1,2011-01-05 00:00:00,1,840068
904,3.25,3.25,2.3,2,2011-01-04 00:00:00,1,840069
905,3.4,3.25,2.2,1,2011-01-05 00:00:00,0,840070
906,2.75,3.25,2.63,1,2011-01-05 00:00:00,2,840071
907,4.33,3.6,1.83,0,2011-01-05 00:00:00,5,840072
908,2.2,3.25,3.4,1,2011-01-05 00:00:00,3,840073
909,3.4,3.25,2.2,0,2011-01-04 00:00:00,3,840074
910,3.5,3.2,2.2,2,2011-01-16 00:00:00,2,840075
911,3.4,3.25,2.2,1,2011-01-16 00:00:00,1,840076
912,2.5,3.3,2.88,0,2011-01-16 00:00:00,0,840077
913,1.57,4.0,6.0,3,2011-01-15 00:00:00,0,840078
914,10.0,5.0,1.33,3,2011-01-15 00:00:00,4,840079
915,3.1,3.2,2.4,1,2011-01-16 00:00:00,1,840080
916,4.5,3.6,1.8,2,2011-01-15 00:00:00,3,840081
917,3.75,3.25,2.1,0,2011-01-15 00:00:00,2,840082
918,2.88,3.25,2.5,1,2011-01-15 00:00:00,1,840083
919,11.0,5.5,1.29,0,2011-01-15 00:00:00,2,840084
920,15.0,6.5,1.2,0,2011-01-22 00:00:00,5,840085
921,15.0,6.5,1.2,0,2011-01-22 00:00:00,3,840086
922,2.1,3.4,3.5,0,2011-01-22 00:00:00,1,840087
923,7.5,4.0,1.5,2,2011-01-22 00:00:00,2,840088
924,2.1,3.4,3.5,1,2011-01-22 00:00:00,1,840089
925,2.25,3.2,3.4,3,2011-01-22 00:00:00,0,840090
926,3.25,3.3,2.25,0,2011-01-23 00:00:00,2,840091
927,3.5,3.2,2.2,0,2011-01-22 00:00:00,2,840092
928,1.62,3.75,6.0,4,2011-01-24 00:00:00,0,840093
929,2.88,3.25,2.5,2,2011-01-22 00:00:00,1,840094
930,9.5,5.0,1.33,1,2011-02-01 00:00:00,3,840095
931,8.5,4.5,1.4,1,2011-02-01 00:00:00,2,840096
932,1.67,3.6,5.5,4,2011-02-01 00:00:00,2,840097
933,1.83,3.5,4.5,2,2011-02-02 00:00:00,2,840098
934,4.5,3.5,1.83,0,2011-02-02 00:00:00,1,840099
935,5.0,3.6,1.73,2,2011-02-01 00:00:00,2,840100
936,3.0,3.3,2.38,3,2011-02-02 00:00:00,1,840101
937,6.0,3.75,1.62,0,2011-02-02 00:00:00,2,840102
938,2.2,3.4,3.25,1,2011-02-02 00:00:00,0,840103
939,3.6,3.3,2.1,0,2011-02-02 00:00:00,1,840104
940,6.0,4.0,1.57,1,2011-02-05 00:00:00,2,840105
941,3.75,3.5,2.0,1,2011-02-06 00:00:00,0,840106
942,4.2,3.4,1.91,2,2011-02-05 00:00:00,2,840107
943,7.0,4.5,1.44,3,2011-02-05 00:00:00,5,840108
944,1.67,4.0,5.0,4,2011-02-05 00:00:00,4,840109
945,8.5,4.5,1.4,0,2011-02-05 00:00:00,3,840110
946,1.4,4.5,8.5,1,2011-02-05 00:00:00,2,840111
947,3.75,3.2,2.1,2,2011-02-05 00:00:00,3,840112
948,2.9,3.25,2.5,3,2011-02-05 00:00:00,4,840113
949,5.5,4.0,1.62,1,2011-02-06 00:00:00,0,840114
950,5.0,3.6,1.73,1,2011-02-12 00:00:00,2,840115
951,15.0,6.0,1.22,0,2011-02-12 00:00:00,2,840116
952,9.0,4.75,1.36,1,2011-02-12 00:00:00,1,840117
953,2.6,3.25,2.75,2,2011-02-12 00:00:00,1,840118
954,3.5,3.4,2.1,0,2011-02-12 00:00:00,0,840119
955,1.73,3.6,5.0,0,2011-02-14 00:00:00,0,840120
956,2.9,3.2,2.5,0,2011-02-12 00:00:00,1,840121
957,2.6,3.25,2.75,0,2011-02-13 00:00:00,2,840122
958,4.0,3.6,1.91,3,2011-02-12 00:00:00,3,840123
959,2.2,3.4,3.25,1,2011-02-12 00:00:00,1,840124
960,2.4,3.4,2.88,3,2011-04-20 00:00:00,3,840125
961,2.2,3.3,3.4,1,2011-02-27 00:00:00,3,840126
962,5.0,3.6,1.73,1,2011-02-26 00:00:00,4,840127
963,5.0,3.6,1.73,0,2011-02-26 00:00:00,2,840128
964,3.75,3.25,2.1,1,2011-02-26 00:00:00,1,840129
965,7.5,4.0,1.5,1,2011-02-27 00:00:00,1,840130
966,4.33,3.6,1.83,0,2011-02-26 00:00:00,4,840131
967,4.2,3.4,1.91,1,2011-02-28 00:00:00,1,840132
968,1.53,4.0,6.5,4,2011-02-26 00:00:00,0,840133
969,15.0,6.5,1.2,1,2011-04-20 00:00:00,3,840134
970,7.5,4.33,1.44,0,2011-03-05 00:00:00,0,840135
971,2.6,3.2,2.8,1,2011-03-06 00:00:00,3,840136
972,3.25,3.3,2.25,0,2011-03-05 00:00:00,3,840137
973,2.8,3.2,2.6,2,2011-03-05 00:00:00,1,840138
974,9.0,4.75,1.36,0,2011-03-05 00:00:00,1,840139
975,2.38,3.3,3.0,3,2011-03-06 00:00:00,3,840140
976,5.0,3.6,1.73,2,2011-03-05 00:00:00,3,840141
977,3.1,3.2,2.38,3,2011-03-05 00:00:00,1,840142
978,3.2,3.4,2.25,2,2011-03-05 00:00:00,3,840143
979,1.3,5.5,10.0,3,2011-03-07 00:00:00,1,840144
980,19.0,8.0,1.14,0,2010-08-28 00:00:00,3,839834
981,15.0,6.0,1.22,0,2010-08-29 00:00:00,1,839835
982,1.83,3.5,4.5,0,2010-08-29 00:00:00,1,839836
983,13.0,5.75,1.25,1,2010-08-28 00:00:00,0,839837
984,2.88,3.25,2.5,0,2010-08-29 00:00:00,1,839838
985,3.1,3.2,2.4,1,2010-08-28 00:00:00,1,839839
986,1.57,4.0,6.0,2,2010-08-28 00:00:00,1,839840
987,3.6,3.3,2.1,2,2010-08-29 00:00:00,2,839841
988,2.3,3.25,3.2,2,2010-08-28 00:00:00,2,839842
989,23.0,9.0,1.11,0,2010-08-28 00:00:00,2,839843
990,9.0,4.75,1.36,0,2011-03-19 00:00:00,1,840145
991,2.75,3.2,2.63,2,2011-03-20 00:00:00,0,840146
992,6.0,4.0,1.57,0,2011-03-19 00:00:00,0,840147
993,4.5,3.5,1.83,1,2011-03-19 00:00:00,0,840148
994,4.0,3.25,2.0,1,2011-03-19 00:00:00,2,840149
995,4.5,3.6,1.8,2,2011-03-19 00:00:00,2,840150
996,1.73,3.6,5.0,2,2011-03-19 00:00:00,2,840151
997,3.4,3.25,2.2,0,2011-03-19 00:00:00,4,840152
998,3.6,3.3,2.1,1,2011-03-19 00:00:00,2,840153
999,6.0,3.75,1.62,0,2011-03-20 00:00:00,2,840154
1000,11.0,6.0,1.25,0,2011-04-02 00:00:00,0,840155
1001,1.8,3.6,4.5,4,2011-04-02 00:00:00,2,840156
1002,4.33,3.6,1.83,2,2011-04-02 00:00:00,2,840157
1003,4.0,3.4,1.95,1,2011-04-02 00:00:00,4,840158
1004,7.0,4.0,1.5,0,2011-04-03 00:00:00,5,840159
1005,6.0,4.2,1.53,0,2011-04-03 00:00:00,3,840160
1006,2.88,3.25,2.5,1,2011-04-02 00:00:00,2,840161
1007,2.38,3.3,3.0,1,2011-04-02 00:00:00,2,840162
1008,1.67,3.6,5.5,1,2011-04-02 00:00:00,1,840163
1009,2.4,3.25,3.0,0,2011-04-02 00:00:00,0,840164
1010,7.5,4.33,1.44,0,2011-04-09 00:00:00,2,840165
1011,2.8,3.2,2.6,0,2011-04-11 00:00:00,3,840166
1012,3.5,3.2,2.2,3,2011-04-09 00:00:00,2,840167
1013,5.0,3.6,1.73,2,2011-04-09 00:00:00,3,840168
1014,4.33,3.6,1.83,0,2011-04-10 00:00:00,1,840169
1015,2.8,3.25,2.6,3,2011-04-09 00:00:00,0,840170
1016,4.0,3.3,2.0,1,2011-04-09 00:00:00,1,840171
1017,3.4,3.25,2.2,0,2011-04-09 00:00:00,3,840172
1018,1.36,5.0,8.5,3,2011-04-10 00:00:00,1,840173
1019,17.0,6.0,1.2,0,2011-04-09 00:00:00,1,840174
1020,3.0,3.5,2.3,3,2011-04-16 00:00:00,1,839798
1021,5.0,3.6,1.73,1,2011-04-17 00:00:00,1,840175
1022,3.25,3.3,2.25,2,2011-04-16 00:00:00,1,840176
1023,5.5,3.75,1.67,0,2011-04-16 00:00:00,2,840177
1024,1.67,3.6,5.5,0,2011-04-19 00:00:00,0,840178
1025,4.2,3.4,1.91,0,2011-05-10 00:00:00,1,840179
1026,4.75,3.5,1.8,0,2011-04-27 00:00:00,3,840180
1027,3.4,3.2,2.25,0,2011-04-16 00:00:00,2,840181
1028,1.7,3.6,5.5,3,2011-04-16 00:00:00,1,840182
1029,5.0,3.4,1.8,0,2011-04-26 00:00:00,3,840183
1030,7.5,4.33,1.44,0,2011-04-23 00:00:00,1,840185
1031,7.5,4.33,1.44,0,2011-04-23 00:00:00,5,840186
1032,3.75,3.25,2.1,2,2011-04-23 00:00:00,4,840187
1033,6.0,4.0,1.57,2,2011-04-23 00:00:00,2,840188
1034,4.5,3.6,1.8,1,2011-04-23 00:00:00,1,840189
1035,2.88,3.25,2.5,1,2011-04-23 00:00:00,1,840190
1036,2.1,3.3,3.6,1,2011-04-25 00:00:00,0,840191
1037,1.75,3.8,4.5,1,2011-04-24 00:00:00,2,840192
1038,2.38,3.5,2.88,1,2011-04-23 00:00:00,1,840193
1039,15.0,6.5,1.2,0,2011-04-23 00:00:00,3,840194
1040,2.88,3.25,2.5,0,2011-05-01 00:00:00,1,840195
1041,7.5,4.33,1.44,0,2011-05-01 00:00:00,3,840196
1042,2.8,3.2,2.6,3,2011-04-30 00:00:00,0,840197
1043,9.0,4.5,1.4,1,2011-05-01 00:00:00,2,840198
1044,4.0,3.5,1.91,0,2011-04-30 00:00:00,1,840199
1045,3.6,3.3,2.1,1,2011-05-01 00:00:00,1,840200
1046,3.0,3.3,2.38,1,2011-04-30 00:00:00,2,840201
1047,2.63,3.4,2.63,0,2011-04-30 00:00:00,0,840202
1048,2.6,3.25,2.8,1,2011-04-30 00:00:00,1,840203
1049,7.5,4.33,1.44,1,2011-04-30 00:00:00,2,840204
1050,3.1,3.25,2.38,1,2011-05-08 00:00:00,2,840205
1051,10.0,5.5,1.3,1,2011-05-07 00:00:00,1,840206
1052,3.8,3.6,1.95,1,2011-05-07 00:00:00,1,840207
1053,4.5,3.6,1.8,1,2011-05-07 00:00:00,1,840208
1054,2.7,3.2,2.7,1,2011-05-07 00:00:00,2,840209
1055,4.2,3.4,1.91,1,2011-05-07 00:00:00,2,840210
1056,3.5,3.4,2.1,1,2011-05-08 00:00:00,3,840211
1057,2.5,3.25,2.88,5,2011-05-09 00:00:00,2,840212
1058,4.5,3.5,1.83,2,2011-05-07 00:00:00,1,840213
1059,1.67,3.75,5.5,1,2011-05-08 00:00:00,3,840214
1060,8.5,5.0,1.36,2,2011-05-15 00:00:00,1,840215
1061,4.75,3.8,1.73,2,2011-05-15 00:00:00,0,840216
1062,2.88,3.25,2.5,3,2011-05-14 00:00:00,1,840217
1063,9.0,4.75,1.36,0,2011-05-17 00:00:00,3,840218
1064,1.73,3.6,5.0,1,2011-05-14 00:00:00,1,840219
1065,3.4,3.25,2.2,2,2011-05-15 00:00:00,0,840220
1066,2.75,3.25,2.63,0,2011-05-14 00:00:00,1,840221
1067,3.25,3.4,2.2,3,2011-05-14 00:00:00,4,840222
1068,3.5,3.4,2.1,2,2011-05-15 00:00:00,3,840223
1069,11.0,6.0,1.25,2,2011-05-15 00:00:00,2,840224
1070,5.5,4.0,1.6,2,2011-05-22 00:00:00,4,840225
1071,6.5,4.0,1.53,1,2011-05-22 00:00:00,2,840226
1072,3.75,3.5,2.0,3,2011-05-22 00:00:00,0,840227
1073,2.25,3.4,3.2,0,2011-05-22 00:00:00,1,840228
1074,2.38,3.25,3.1,0,2011-05-22 00:00:00,1,840229
1075,3.75,3.5,2.0,3,2011-05-22 00:00:00,3,840230
1076,3.75,3.0,2.2,3,2011-05-22 00:00:00,2,840231
1077,1.95,3.6,3.75,2,2011-05-22 00:00:00,2,840232
1078,1.7,3.75,5.0,2,2011-05-22 00:00:00,0,840233
1079,2.4,3.6,2.75,1,2011-05-22 00:00:00,0,840234
1080,13.0,5.5,1.25,1,2010-09-11 00:00:00,4,839844
1081,1.33,5.0,10.0,3,2010-09-11 00:00:00,1,839845
1082,1.91,3.4,4.2,3,2010-09-11 00:00:00,3,839846
1083,6.0,4.0,1.57,2,2010-09-11 00:00:00,0,839847
1084,10.0,5.0,1.33,1,2010-09-11 00:00:00,1,839848
1085,4.5,3.5,1.83,1,2010-09-11 00:00:00,2,839849
1086,2.4,3.2,3.1,0,2010-09-12 00:00:00,0,839850
1087,2.1,3.25,3.75,1,2010-09-11 00:00:00,1,839851
1088,2.88,3.25,2.5,1,2010-09-13 00:00:00,2,839852
1089,2.88,3.25,2.5,1,2010-09-11 00:00:00,1,839853
1090,5.5,3.5,1.7,2,2010-09-19 00:00:00,3,839854
1091,1.67,3.7,5.5,1,2010-09-18 00:00:00,1,839855
1092,8.5,4.5,1.4,1,2010-09-18 00:00:00,3,839856
1093,4.5,3.6,1.8,1,2010-09-18 00:00:00,1,839857
1094,6.0,3.75,1.62,1,2010-09-18 00:00:00,0,839858
1095,4.0,3.3,2.0,1,2010-09-18 00:00:00,1,839859
1096,3.25,3.3,2.25,1,2010-09-18 00:00:00,3,839860
1097,4.2,3.4,1.91,1,2010-09-18 00:00:00,1,839861
1098,1.73,3.6,5.0,2,2010-09-19 00:00:00,0,839862
1099,26.0,9.0,1.1,0,2010-09-19 00:00:00,4,839863
1100,15.0,6.0,1.22,3,2010-09-25 00:00:00,2,839864
1101,7.5,4.33,1.44,2,2010-09-25 00:00:00,2,839865
1102,2.1,3.4,3.5,0,2010-09-25 00:00:00,1,839866
1103,4.2,3.4,1.91,2,2010-09-26 00:00:00,1,839867
1104,2.1,3.3,3.6,0,2010-09-25 00:00:00,1,839868
1105,2.5,3.25,2.88,2,2010-09-26 00:00:00,1,839869
1106,2.63,3.2,2.75,0,2010-09-25 00:00:00,0,839870
1107,4.5,3.5,1.83,0,2010-09-25 00:00:00,0,839871
1108,1.5,4.0,7.5,2,2010-09-26 00:00:00,2,839872
1109,2.3,3.25,3.2,2,2010-09-25 00:00:00,1,839873
1110,10.0,5.0,1.33,2,2010-10-03 00:00:00,1,839874
1111,1.75,3.5,5.0,0,2010-10-02 00:00:00,0,839875
1112,4.0,3.5,1.91,1,2010-10-02 00:00:00,2,839876
1113,3.3,3.25,2.25,1,2010-10-02 00:00:00,1,839877
1114,8.5,4.0,1.44,1,2010-10-03 00:00:00,2,839878
1115,2.63,3.1,2.88,2,2010-10-02 00:00:00,0,839879
1116,3.75,3.25,2.1,1,2010-10-02 00:00:00,1,839880
1117,3.4,3.2,2.25,0,2010-10-02 00:00:00,1,839881
1118,3.3,3.25,2.25,0,2010-10-02 00:00:00,2,839882
1119,5.0,3.6,1.73,0,2010-10-03 00:00:00,2,839883
1120,12.0,5.75,1.25,2,2010-10-16 00:00:00,2,839884
1121,11.0,5.5,1.29,1,2010-10-16 00:00:00,2,839885
1122,1.73,3.6,5.0,0,2010-10-16 00:00:00,0,839886
1123,3.0,3.25,2.4,0,2010-10-17 00:00:00,2,839887
1124,4.5,3.5,1.83,2,2010-10-16 00:00:00,2,839888
1125,3.4,3.2,2.25,1,2010-10-16 00:00:00,1,839889
1126,3.6,3.3,2.1,0,2010-10-18 00:00:00,0,839890
1127,2.5,3.25,2.88,2,2010-10-16 00:00:00,1,839891
1128,3.5,3.2,2.2,1,2010-10-16 00:00:00,2,839892
1129,1.62,4.0,5.5,3,2010-10-17 00:00:00,2,839893
1130,5.5,3.6,1.67,1,2010-10-24 00:00:00,2,839894
1131,3.0,3.25,2.4,0,2010-10-23 00:00:00,1,839895
1132,3.75,3.25,2.1,1,2010-10-23 00:00:00,1,839896
1133,3.1,3.25,2.38,2,2010-10-23 00:00:00,1,839897
1134,2.9,3.2,2.5,3,2010-10-24 00:00:00,0,839898
1135,4.33,3.6,1.83,0,2010-10-23 00:00:00,2,839899
1136,3.4,3.25,2.2,1,2010-10-23 00:00:00,2,839900
1137,1.67,3.75,5.5,2,2010-10-24 00:00:00,1,839901
1138,3.1,3.25,2.38,1,2010-10-23 00:00:00,1,839902
1139,19.0,8.5,1.13,0,2010-10-23 00:00:00,2,839903
1140,,,,2,2011-08-13 00:00:00,1,1024172
1141,3.5,3.2,2.2,0,2011-08-13 00:00:00,0,1024173
1142,7.0,3.6,1.57,1,2011-08-13 00:00:00,1,1024175
1143,13.0,5.0,1.29,0,2011-08-15 00:00:00,4,1024179
1144,2.1,3.25,3.75,0,2011-08-13 00:00:00,0,1024182
1145,3.0,3.25,2.4,4,2011-08-13 00:00:00,0,1024183
1146,1.7,3.5,5.5,0,2011-08-14 00:00:00,0,1024186
1147,7.0,3.8,1.53,0,2012-01-11 00:00:00,2,1024188
1148,1.53,4.0,6.5,2,2011-08-14 00:00:00,1,1024191
1149,3.5,3.2,2.2,1,2011-08-13 00:00:00,1,1024192
1150,5.5,4.0,1.62,5,2011-10-29 00:00:00,3,1024671
1151,1.8,3.6,4.5,1,2011-10-29 00:00:00,0,1024675
1152,19.0,7.0,1.17,1,2011-10-29 00:00:00,3,1024682
1153,4.0,3.6,1.91,3,2011-10-29 00:00:00,3,1024686
1154,3.8,3.2,2.1,3,2011-10-31 00:00:00,1,1024692
1155,3.6,3.3,2.1,2,2011-10-29 00:00:00,2,1024695
1156,3.6,3.3,2.1,1,2011-10-29 00:00:00,3,1024700
1157,9.0,4.75,1.36,1,2011-10-30 00:00:00,3,1024707
1158,2.0,3.3,4.0,2,2011-10-29 00:00:00,0,1024712
1159,2.5,3.25,2.88,2,2011-10-29 00:00:00,0,1024718
1160,8.5,4.5,1.4,0,2011-11-05 00:00:00,3,1024726
1161,4.5,3.5,1.83,2,2011-11-05 00:00:00,3,1024733
1162,1.44,4.33,7.5,1,2011-11-05 00:00:00,0,1024737
1163,3.0,3.3,2.4,0,2011-11-06 00:00:00,5,1024745
1164,2.25,3.3,3.25,3,2011-11-06 00:00:00,1,1024748
1165,10.0,5.5,1.29,0,2011-11-05 00:00:00,0,1024753
1166,13.0,5.5,1.25,0,2011-11-05 00:00:00,1,1024759
1167,3.3,3.25,2.25,1,2011-11-05 00:00:00,2,1024765
1168,1.33,5.0,10.0,3,2011-11-05 00:00:00,2,1024773
1169,4.33,3.3,1.91,1,2011-11-06 00:00:00,3,1024777
1170,4.5,3.5,1.83,2,2011-11-20 00:00:00,1,1024787
1171,6.5,3.75,1.57,1,2011-11-19 00:00:00,2,1024792
1172,10.0,5.5,1.3,1,2011-11-19 00:00:00,3,1024795
1173,1.67,3.6,5.5,2,2011-11-19 00:00:00,1,1024798
1174,4.5,3.5,1.83,3,2011-11-19 00:00:00,2,1024804
1175,3.2,3.25,2.3,0,2011-11-19 00:00:00,0,1024809
1176,1.5,4.2,6.5,1,2011-11-19 00:00:00,0,1024815
1177,6.0,4.0,1.57,0,2011-11-21 00:00:00,2,1024820
1178,3.8,3.4,2.0,1,2011-11-19 00:00:00,2,1024822
1179,2.88,3.25,2.5,3,2011-11-19 00:00:00,3,1024825
1180,8.0,4.2,1.44,1,2011-11-26 00:00:00,1,1024830
1181,2.38,3.25,3.1,2,2011-11-26 00:00:00,0,1024834
1182,15.0,6.0,1.22,0,2011-11-26 00:00:00,3,1024837
1183,2.63,3.2,2.75,1,2011-11-27 00:00:00,1,1024841
1184,8.5,4.5,1.4,1,2011-11-26 00:00:00,1,1024845
1185,3.5,3.4,2.1,1,2011-11-26 00:00:00,2,1024848
1186,4.5,3.5,1.83,1,2011-11-26 00:00:00,3,1024851
1187,5.5,3.6,1.67,2,2011-11-26 00:00:00,1,1024865
1188,3.4,3.25,2.2,0,2011-11-27 00:00:00,0,1024868
1189,1.91,3.6,4.0,3,2011-11-26 00:00:00,1,1024871
1190,1.73,3.6,5.0,1,2011-12-03 00:00:00,0,1024882
1191,3.5,3.4,2.1,2,2011-12-03 00:00:00,4,1024888
1192,5.5,3.6,1.67,1,2011-12-04 00:00:00,0,1024891
1193,2.1,3.4,3.5,0,2011-12-05 00:00:00,1,1024895
1194,17.0,7.0,1.17,1,2011-12-03 00:00:00,5,1024899
1195,2.1,3.4,3.5,3,2011-12-03 00:00:00,0,1024905
1196,3.25,3.3,2.25,1,2011-12-03 00:00:00,1,1024907
1197,12.0,5.0,1.3,0,2011-12-03 00:00:00,3,1024910
1198,1.57,4.0,6.0,4,2011-12-03 00:00:00,0,1024913
1199,3.0,3.3,2.4,1,2011-12-04 00:00:00,2,1024915
1200,6.5,4.0,1.53,0,2011-12-10 00:00:00,1,1024920
1201,2.88,3.3,2.5,2,2011-12-10 00:00:00,1,1024923
1202,3.0,3.3,2.4,1,2011-12-12 00:00:00,2,1024930
1203,10.0,5.0,1.33,0,2011-12-10 00:00:00,1,1024934
1204,15.0,6.0,1.22,1,2011-12-10 00:00:00,4,1024940
1205,2.88,3.4,2.4,2,2011-12-10 00:00:00,4,1024943
1206,2.0,3.5,3.75,1,2011-12-11 00:00:00,2,1024952
1207,4.5,3.5,1.83,1,2011-12-11 00:00:00,2,1024958
1208,2.75,3.25,2.63,0,2011-12-10 00:00:00,2,1024962
1209,5.25,3.8,1.67,2,2011-12-10 00:00:00,1,1024965
1210,1.91,3.4,4.2,2,2011-12-18 00:00:00,0,1024973
1211,3.0,3.3,2.38,2,2011-12-17 00:00:00,1,1024977
1212,6.0,3.75,1.62,1,2011-12-17 00:00:00,1,1024983
1213,6.0,3.75,1.62,0,2011-12-17 00:00:00,2,1024987
1214,4.5,3.75,1.73,0,2011-12-18 00:00:00,1,1024992
1215,4.5,3.6,1.8,0,2011-12-17 00:00:00,0,1024996
1216,1.44,4.33,7.5,2,2011-12-18 00:00:00,0,1025001
1217,9.0,4.75,1.36,0,2011-12-18 00:00:00,1,1025006
1218,1.36,4.75,9.0,1,2011-12-17 00:00:00,1,1025009
1219,2.88,3.25,2.5,2,2011-12-17 00:00:00,1,1025011
1220,2.88,3.3,2.5,3,2011-12-21 00:00:00,2,1025019
1221,2.7,3.4,2.6,1,2011-12-22 00:00:00,1,1025023
1222,1.5,4.0,7.0,0,2011-12-21 00:00:00,0,1025028
